Date,ADBE,AVGO,BRK-B,COST,DECK,HD,HUBB,INTC,JNJ,KO,MANH,MRK,NDSN,PEP,PG,POOL,RPM,SMCI,STLD,WLK,FedFundsRate,CPI,WeeklyInflationRate,UnemploymentRate,AVGO_trend,BRK-B_trend,JNJ_trend,PG_trend,HD_trend,MRK_trend,KO_trend,PEP_trend,COST_trend,ADBE_trend,INTC_trend,WLK_trend,SMCI_trend,DECK_trend,MANH_trend,NDSN_trend,POOL_trend,HUBB_trend,STLD_trend,RPM_trend,risk_free_rate_weekly
2020-05-04,0.0688401979985886,0.0590298487785161,-0.0319701997943275,0.0156299713824399,0.0411054470571576,0.0725624516387959,0.0031947115506629,0.0382807325606864,0.0027649879800633,0.0111845770281897,0.1142234389389893,-0.016351446952612,0.0536586264512042,0.0314277456698368,-0.007447400394039,0.0399500477798648,0.0741260877494658,0.1434997744515247,0.0393282095681668,0.0777612398053142,-1.06715046883729,-1.7243378616304812,-0.8442647268943207,4.084690324306212,0.0778267006440254,5.564392302052012,-0.292092460690091,1.164444921262699,3.905378618377938,-0.1009013137546342,0.7423332957400225,0.1168652370521784,-0.5561262832208335,1.555740744999885,2.22688080360761,-0.7285491133185625,-0.3139179862374861,-0.8752747535083049,-1.062353261790244,-0.346348027060634,0.1099326509310678,1.7070153049847665,-1.6387112958437138,0.7007394884949436,2.5e-05
2020-05-11,-0.0060135014392279,-0.053157944251151,-0.0428660394308919,-0.0219975035727852,-0.0559726415776798,0.0209017404171363,-0.0725075842679343,-0.0177775505190993,0.0117012922287393,-0.0618089792506991,-0.0579653138312868,0.0442409893989053,-0.0231480707799751,0.0128140639904199,-0.0115568125232242,-0.0074784614147982,-0.0308006085559119,-0.0837923109728537,-0.1123374672554894,-0.1146599053526524,-1.06715046883729,-1.7243378616304812,-0.4191707208602728,4.084690324306212,-0.1297111677400423,2.2295154909971986,-0.292092460690091,1.2723539834685853,3.414144466190869,0.5385771422487639,0.3704044986957401,0.5881894988824532,-0.5561262832208335,1.458106809356888,2.2778860524652336,-0.3691839172611584,-0.3692619086666382,-1.0136401826343344,-1.569224978405065,-0.2386933536812778,0.9334632114146808,2.043556449851978,-1.5526860040653434,0.8890439325398404,2.5e-05
2020-05-18,0.0546400838753065,0.0623631890745817,0.0335597794728581,0.0107615632726556,0.2727401859577587,0.0106547573342674,0.0287877110234586,0.0682908533783108,-0.0403485565546892,0.0409154322203746,0.0797842459542952,-0.0427424184090591,0.0718899026502335,-0.0402356234699394,-0.0175376751431581,0.0710869236386586,0.0460200783148756,0.0605410187444708,0.084813595955393,0.1422265466040897,-1.06715046883729,-1.7243378616304812,-0.4191707208602728,4.084690324306212,0.4929024374121608,1.395796288233495,-0.2134273829766448,0.9486267968509264,4.314740411867163,-0.2074810564218673,0.618357030058595,0.4703584334248845,-0.5561262832208335,1.2628389380708942,2.3798965501804794,-0.0098187212037543,-0.3139179862374861,-0.8752747535083049,-0.5554815451754228,-1.3152400874748396,0.3452270967835286,1.496677089442759,-1.2085848369518613,-1.4961456920288514,2.5e-05
2020-05-25,0.0034781609923797,0.0528465913265554,0.0608815503411834,0.0199717675895347,0.0183553044489832,0.0272863403970466,0.047578306483748,0.0107613986278531,0.0374811824267686,0.036642365717773,0.1320272207899397,0.0569595921972645,0.0838869570640394,0.0082006301182904,0.0294849159755763,0.1294819485511562,0.0716538913595459,0.0510121158142848,0.0871877693197158,0.0903847754739226,-1.06715046883729,-1.7243378616304812,-0.4191707208602728,4.084690324306212,0.7004403057962285,0.2494323844334029,-0.3707575384035372,0.7328086724391539,3.659761542284404,0.4319973995815308,0.7423332957400225,0.4703584334248845,-0.5561262832208335,0.5794013885699156,1.8188388127466275,-0.6087607146327612,-0.3692619086666382,-0.7369093243822754,-0.7582302318213513,-0.346348027060634,1.051110434340911,1.3284065170091532,-1.4666607122869728,0.3868987484201157,2.5e-05
2020-06-01,0.0162958812558369,0.0886119213524223,0.0812587653964083,0.0115731325240886,0.1234317353005993,0.0258369618101745,0.1338649403017764,0.0224057873961776,-0.009747862358186,0.051628003107556,-0.0109728642981884,0.0190782442097945,0.0652509229891364,0.0067654001023156,0.0207902722800985,-0.0378410534926128,0.051083276141759,0.1020801654015144,0.0971385303258391,0.2211737324227158,-1.06715046883729,-1.7243378616304812,-0.4191707208602728,4.084690324306212,1.115516042564364,1.1873664875425691,-0.292092460690091,1.3802630456744716,3.004782672701644,0.1122581715798317,0.4943807643771675,0.8238516297975905,-0.5561262832208335,0.2864995816409248,1.8698440616042504,-0.7285491133185625,-0.3692619086666382,-0.9444574680713196,-0.9609789184672796,-0.2386933536812778,0.3452270967835286,1.7490829480931678,-1.2946101287302318,-0.5546234718043679,3.076923076923077e-05
2020-06-08,0.0347162505989531,-0.0530780465235163,-0.0969301135915156,-0.0427509064685852,-0.0437432639135066,-0.0431631088762837,-0.0946297537100578,-0.0778674440328598,-0.0349626728480452,-0.0710940432812772,-0.0368294774043653,-0.0724533958989795,-0.0745614823589779,-0.018413576586914,-0.0229021483758413,-0.023837109890636,-0.0662851098312307,0.0213211705693645,-0.0933423080503269,-0.089785283974128,-1.0544185500840075,-1.6622635048738057,1.874701084976346,3.007427002066076,1.0117471083723302,1.1873664875425691,-0.292092460690091,1.4881721078803578,2.6772932379102645,0.0056784289125987,0.7423332957400225,0.5881894988824532,-0.5561262832208335,0.7746692598559095,1.971854559319496,-0.3691839172611584,-0.3692619086666382,-1.082822897197349,-0.9609789184672796,1.3761267470090648,0.9334632114146808,2.0014888067435765,-0.9505089616167496,0.1358261563602534,3.076923076923077e-05
2020-06-15,0.0528115333532559,0.0083930429764362,-0.0082225342859613,0.0040172494977328,-0.0004080630742253,0.0173231565044766,0.0115422943385001,0.004887981767691,0.0118187535974911,0.0183791493576086,0.0513003175607535,0.0290857966830491,0.0435156907526319,0.0176744227102605,0.0285417668009086,0.0551312140206214,0.0276602361186402,0.1057494943600378,0.0283874644082604,0.0347037330297448,-1.0544185500840075,-1.6622635048738057,-0.4191707208602728,3.007427002066076,0.9079781741802962,0.8747217865061805,-0.292092460690091,1.4881721078803578,2.59542087921242,0.3254176569142978,0.7423332957400225,0.4703584334248845,-0.5561262832208335,1.0675710667849003,1.410796821885644,-0.4889723159469598,-0.3139179862374861,-1.2211883263233785,-0.7582302318213513,0.5148893599742154,0.5805215426359894,2.0014888067435765,-1.0365342533951205,-0.3035508797445055,3.076923076923077e-05
2020-06-22,-0.0025466608561035,0.0257853436773023,-0.0242043516245787,-0.0111370552990605,-0.050507560480987,-0.0228664833900955,-0.0587163738421967,-0.0355585847881928,-0.0418551526728315,-0.0532375711839224,0.0283519956042002,-0.0347883635415599,-0.069106161591131,-0.0179007654189867,-0.0310292311892038,-0.0212303451153527,-0.0519754479924541,-0.1296811876447963,-0.0644094457085315,-0.0397373362556144,-1.0544185500840075,-1.6622635048738057,-0.4191707208602728,3.007427002066076,0.8042092399882624,0.5620770854697917,-0.292092460690091,1.5960811700862445,2.26793144442104,0.1122581715798317,0.7423332957400225,0.5881894988824532,-0.5561262832208335,0.8723031954989064,2.175875554749988,-0.9681259106901652,-0.3692619086666382,-1.0136401826343344,-1.2651019484361723,-0.1310386803019216,-0.3606562407738538,1.917353520526773,-1.5526860040653434,1.7677980047493584,3.076923076923077e-05
2020-06-29,0.0375480143237891,0.0262190815137033,0.0197297531516442,0.0309549349688447,0.0434689784006681,0.0310777634985157,0.0427645512651799,0.0283479045725481,0.0229298948824008,0.0300664765928679,0.0197714785178158,0.0477454851678378,0.032045386854568,0.0304041313508585,0.0490323687037503,0.0355635711115069,0.0472726432123395,-0.0227596475373065,0.0216367399977668,0.0292330980276198,-1.0544185500840075,-1.6622635048738057,-0.4191707208602728,3.007427002066076,0.7004403057962285,0.2494323844334029,-0.292092460690091,1.5960811700862445,2.59542087921242,0.6451568849159969,1.3622146241471595,0.5881894988824532,-0.5561262832208335,1.0675710667849003,2.073865057034742,-0.9681259106901652,-0.3139179862374861,-1.082822897197349,-0.8596045751443155,0.1919253398361468,-0.5959506866263146,1.7911505912015693,-1.896787171178825,1.6422617087194271,3.076923076923077e-05
2020-07-06,0.0524889927966254,0.0125844319243015,0.0227590003006024,0.0670178359923772,0.0094746702546033,0.0064786831679304,0.0062968062778947,0.0067646401959431,0.0099314662899059,0.0060162560901406,-0.0226195449909127,-0.0260218123436893,0.0012357519071091,0.0121189592205541,0.0249007762432362,0.0306048535081604,0.0110844003694912,0.0058224283002517,0.0033214079915744,-0.029140487361434,-1.0501745771662467,-1.596684950558284,1.992503260423264,2.615694884887844,1.0117471083723302,1.708440989269884,-0.3707575384035372,1.4881721078803578,2.022314368327505,0.6451568849159969,0.4943807643771675,0.1168652370521784,-0.5561262832208335,0.4817674529269187,1.6658230661737583,-0.4889723159469598,-0.3692619086666382,-0.8752747535083049,-0.3527328585294944,1.1608174002503524,0.9334632114146808,2.295962308502387,-1.2085848369518613,1.0773483765847371,2.5e-05
